DeliveryDate,HourEnding,Coast,East,FarWest,North,NorthCentral,SouthCentral,Southern,West,SystemTotal,Model,InUseFlag,DSTFlag
05/11/2025,5:00,10704.4004,1151.8774,7189.0874,1416.865,8770.9609,5541.02,2711.8501,969.9225,38455.9837,M,N,N
05/11/2025,5:00,10393.7998,1142.01,7056.3398,1388.77,9331.4697,5955.3901,3083.23,1122.97,39473.9794,X,N,N
05/11/2025,6:00,10221.6523,1118.7434,6991.3042,1470.8882,9233.1377,5692.5195,2993.7727,1111.4609,38833.4789,A3,N,N
05/11/2025,6:00,10404.0635,1121.5001,6956.9287,1477.3297,9273.7881,5685.7969,3038.6704,1145.9509,39104.0283,A6,N,N
05/11/2025,6:00,10404.0996,1235.4301,7226.25,1440.16,9051.5498,5410.8198,2076.78,965.548,37810.6373,E,N,N
05/11/2025,6:00,10604.2998,1122.09,7161.29,1423.3101,8741.4902,5581.3101,2930.0901,996.33,38560.2103,E1,N,N
05/11/2025,6:00,10681.4004,1122.0699,7081.52,1432.46,8727.8301,5599.4702,2901.6599,1000.27,38546.6805,E2,Y,N
05/11/2025,6:00,10886.2998,1148.25,7192.8398,1411.8101,8537.9902,5433.4502,2722.9199,974.469,38308.029,E3,N,N
05/11/2025,6:00,10644.0244,1156.96,7165.4751,1426.9351,8764.7148,5506.2627,2657.8625,984.1542,38306.3888,M,N,N
05/11/2025,6:00,10307.5,1143.35,7011.2002,1396.41,9303.3896,5908.8901,3035.6799,1130.4301,39236.8499,X,N,N
05/11/2025,7:00,10237.835,1145.3668,6999.2778,1480.0507,9336.3643,5694.8525,2949.5515,1122.9781,38966.2767,A3,N,N
05/11/2025,7:00,10360.9893,1148.2108,6968.7686,1486.5378,9393.5195,5692.4888,3022.9304,1158.106,39231.5512,A6,N,N
05/11/2025,7:00,10434.7002,1252.64,7148.9399,1448.1,9234.6201,5545.2998,2141.8999,968.459,38174.6589,E,N,N
05/11/2025,7:00,10626.2002,1145.17,7078.1499,1431.3,8860.2402,5651.3398,2946.76,996.445,38735.6051,E1,N,N
05/11/2025,7:00,10702.2002,1145.61,6988.8599,1440.41,8849.5303,5669.1699,2919.98,1000.28,38716.0403,E2,Y,N
05/11/2025,7:00,10864,1167.64,7105.77,1420.8101,8655.4102,5502.6802,2747.8201,973.914,38438.0446,E3,N,N
05/11/2025,7:00,10656.7754,1177.765,7080.4297,1435.155,8899.9502,5592.1221,2689.115,984.7745,38516.0869,M,N,N
05/11/2025,7:00,10320.5996,1169.97,7018.4399,1445.0601,9557.3701,6025.6201,3060.6699,1156.46,39754.1897,X,N,N
05/11/2025,8:00,10338.6582,1163.7717,7064.665,1509.7069,9670.8213,5847.1211,3036.5967,1157.4728,39788.8137,A3,N,N
05/11/2025,8:00,10479.6074,1158.3516,7094.811,1525.1411,9751.9443,5854.5825,3128.9443,1196.0952,40189.4774,A6,N,N
05/11/2025,8:00,10555.7002,1295.54,7126.73,1446.84,9626.6104,5722.6001,2242.1899,1006.41,39022.6206,E,N,N
05/11/2025,8:00,10780.4004,1190.95,7046.8398,1429.39,9226.7998,5797.21,3025.25,1029.45,39526.29,E1,N,N
05/11/2025,8:00,10856.0996,1191.79,6951.1099,1438.22,9217.8301,5814.6899,2999.1101,1033.05,39501.8996,E2,Y,N
05/11/2025,8:00,10971.5,1212.58,7059.0601,1423.16,9027.3604,5659.3398,2825.29,1016.93,39195.2203,E3,N,N
05/11/2025,8:00,10790.9258,1222.715,7045.9351,1434.4026,9274.6504,5748.46,2772.96,1021.46,39311.5089,M,N,N
05/11/2025,8:00,10430.7998,1197.14,7041.3398,1457.41,9881.3496,6141.1099,3091.6599,1196.96,40437.769,X,N,N
05/11/2025,9:00,10980.0518,1237.7653,7598.4058,1526.1023,10546.2646,6342.8579,3305.7988,1195.5959,42732.8424,A3,N,N
05/11/2025,9:00,11253.4268,1210.0087,7681.8989,1527.3391,10586.1553,6353.1943,3407.0339,1220.9169,43239.9739,A6,N,N
05/11/2025,9:00,11238.7002,1392.96,7539.4199,1527.02,10529.2998,6073.0801,2418.6201,1058.98,41778.0801,E,N,N
05/11/2025,9:00,11488.0996,1314.38,7475.9902,1508.0699,10071.4004,6170.4102,3183.8,1091.27,42303.4203,E1,N,N
05/11/2025,9:00,11567.7002,1316.42,7436.8501,1517.67,10062.5996,6192.4702,3159.3999,1094.74,42347.85,E2,Y,N
05/11/2025,9:00,11580.2998,1313.25,7556.77,1520.8101,9904.7002,6030.7798,2986.73,1073.29,41966.6299,E3,N,N
05/11/2025,9:00,11468.7002,1334.2524,7502.2573,1518.3925,10142,6116.6851,2937.1377,1079.5701,42098.9953,M,N,N
05/11/2025,9:00,11057,1251.1,7503.2402,1536.53,10586.5996,6485.8999,3312.71,1257.74,42990.8197,X,N,N
05/11/2025,10:00,11464.2119,1293.3159,7890.6558,1532.105,11206.7539,6629.1489,3569.8301,1256.2887,44842.3102,A3,N,N
05/11/2025,10:00,11839.9648,1244.0449,7935.8369,1529.7367,11184.0264,6613.769,3625.4661,1245.4281,45218.2729,A6,N,N
05/11/2025,10:00,11880.5,1440.03,7871.8398,1588.29,11273.2998,6353.4902,2766.03,1100.91,44274.3898,E,N,N
05/11/2025,10:00,12196,1382.3,7851.7998,1568.89,10825.9004,6542.46,3405.3101,1158.12,44930.7803,E1,N,N
05/11/2025,10:00,12279.2002,1384.6801,7875.1602,1579.28,10817.5996,6569.3301,3384.49,1161.4399,45051.1801,E2,Y,N
05/11/2025,10:00,12116.5,1366.21,8084.04,1582.33,10626.2002,6392.1802,3200.3401,1136.59,44504.3905,E3,N,N
05/11/2025,10:00,12118.0498,1393.3051,7920.71,1579.6975,10885.749,6464.3652,3189.0425,1139.265,44690.1841,M,N,N
05/11/2025,10:00,11598.2998,1290.0601,7746.8398,1565.98,11053.9004,6708.2002,3495.3,1295.38,44753.9603,X,N,N
05/11/2025,11:00,12111.1992,1299.2999,7868.8154,1551.793,11677.9805,6945.7793,3752.4316,1283.2397,46490.5386,A3,N,N
05/11/2025,11:00,12315.4531,1242.1621,7781.0244,1543.7483,11530.3086,6807.7617,3808.7439,1239.0942,46268.2963,A6,N,N
05/11/2025,11:00,12301.7998,1476.53,7922.6802,1614.39,11834.7002,6563.0498,3114.77,1106.6899,45934.6099,E,N,N
05/11/2025,11:00,12549.5,1436.67,7859.4102,1595.87,11404.5996,6828.8198,3614.4199,1177.9301,46467.2196,E1,N,N
05/11/2025,11:00,12631.5,1439.27,7885.1299,1606.1899,11397.2002,6860.5498,3597.6599,1181.02,46598.5197,E2,Y,N
05/11/2025,11:00,12266.2998,1384.67,8194.9805,1603.0601,11141.2002,6633.0098,3413.71,1150.41,45787.3404,E3,N,N
05/11/2025,11:00,12437.2754,1434.285,7965.5498,1604.8776,11444.4248,6721.3569,3435.1399,1154.0126,46196.922,M,N,N
05/11/2025,11:00,12028.7998,1307.05,7769.29,1561.88,11339.4004,6864.27,3657.6799,1317.9,45846.2701,X,N,N
05/11/2025,12:00,12743.7539,1362.7017,7747.1938,1558.696,12244.4102,7343.5063,3906.4375,1332.0295,48238.7289,A3,N,N
05/11/2025,12:00,12727.9443,1302,7585.8242,1571.3872,12004.5527,7175.9922,3938.3875,1285.9663,47592.0544,A6,N,N
05/11/2025,12:00,12667.7998,1500.52,7895.1602,1640.67,12234.2002,6833.9199,3404.3799,1129.11,47305.76,E,N,N
05/11/2025,12:00,12879,1475.84,7833.9199,1628.2,11857.9004,7107.8398,3807.0701,1205.1899,47794.9601,E1,N,N
05/11/2025,12:00,12960.2998,1479.74,7848.1299,1638.54,11852.2998,7143.98,3794.49,1208.26,47925.7395,E2,Y,N
05/11/2025,12:00,12413.5996,1409.3199,8113.25,1628.04,11492.2998,6872.25,3613.77,1168.11,46710.6393,E3,N,N
05/11/2025,12:00,12730.1758,1466.3549,7922.6152,1633.8625,11859.1758,6989.4976,3654.9277,1177.6675,47434.277,M,N,N
05/11/2025,12:00,12451.9004,1331.11,7724.6802,1573.0699,11686.7002,7080.1602,3852.23,1331.98,47031.8309,X,N,N
05/11/2025,13:00,13494.7188,1434.7074,7679.8374,1584.8286,12919.9971,7698.9502,4102.626,1362.2434,50277.9089,A3,N,N
05/11/2025,13:00,13376.7441,1352.1719,7533.8926,1577.8762,12617.0928,7489.3237,4113.7471,1317.635,49378.4834,A6,N,N
05/11/2025,13:00,12974.9004,1537.3,7879.6299,1678.26,12650.7002,7147.23,3636.9299,1161.01,48665.9604,E,N,N
05/11/2025,13:00,13196.2002,1549.03,7818.52,1668.71,12307.5,7416.1899,4013.1399,1239.3101,49208.6001,E1,N,N
05/11/2025,13:00,13279.5,1554.39,7816.2402,1679.21,12304.4004,7458.6201,4003.3501,1242.0699,49337.7807,E2,Y,N
05/11/2025,13:00,12837.9004,1462.65,8031.96,1668.9301,11816.9004,7136.7998,3816.6599,1190.48,47962.2806,E3,N,N
05/11/2025,13:00,13072.125,1525.8425,7886.5879,1673.7775,12269.875,7289.71,3867.52,1208.2175,48793.6554,M,N,N
05/11/2025,13:00,12869.4004,1372.08,7709.7998,1607.33,12071.7002,7371.8101,4068.51,1342.8101,48413.4406,X,N,N
05/11/2025,14:00,14081.4658,1521.5215,7623.7104,1635.1509,13506.0723,8074.5474,4312.668,1403.6688,52158.8051,A3,N,N
05/11/2025,14:00,13969.9346,1437.9761,7531.5088,1635.0208,13174.4453,7775.2842,4271.6924,1393.8668,51189.729,A6,N,N
05/11/2025,14:00,13371,1578.25,7974.8799,1714.51,13133.4004,7523.5098,3864.5,1197.9,50357.9501,E,N,N
05/11/2025,14:00,13687.5,1621.52,7899.8101,1708.26,12755,7768.2598,4227.9399,1294.91,50963.1998,E1,N,N
05/11/2025,14:00,13773.7998,1628.26,7902.1602,1718.87,12754.0996,7816.52,4218.7998,1297.64,51110.1494,E2,Y,N
05/11/2025,14:00,13308.7998,1519.22,8110.3101,1710.14,12105.2002,7462.8799,4012.7,1233.01,49462.26,E3,N,N
05/11/2025,14:00,13535.2754,1586.8125,7971.79,1712.9451,12686.9248,7642.792,4080.9851,1255.865,50473.3899,M,N,N
05/11/2025,14:00,13465.7998,1437.85,7679.8999,1654.7,12634.0996,7784.0098,4304.7002,1387.83,50348.8893,X,N,N
05/11/2025,15:00,14610.2354,1584.6266,7562.3452,1685.4392,13696.4121,8507.6025,4516.1504,1473.13,53635.9414,A3,N,N
05/11/2025,15:00,14561.8379,1513.448,7496.9946,1714.8544,13535.3301,8167.7847,4392.3818,1479.5542,52862.1857,A6,N,N
05/11/2025,15:00,13835.4004,1612.7,8041.5801,1776.1899,13716.5996,7872.7002,4100.48,1241.42,52197.0702,E,N,N
05/11/2025,15:00,14313,1675.2,8001.6401,1774.0699,13318.2998,8166.4502,4464.5298,1350.91,53064.0998,E1,N,N
05/11/2025,15:00,14401.2998,1683.16,8005.1001,1784.71,13319.7998,8224.4004,4456.3101,1353.53,53228.3102,E2,Y,N
05/11/2025,15:00,13812.5996,1567.6899,8182.2002,1775.59,12511.0996,7817.3901,4232.5298,1276.61,51175.7092,E3,N,N
05/11/2025,15:00,14090.5742,1634.6875,8057.6299,1777.6399,13216.4492,8020.2354,4313.4624,1305.6176,52416.2961,M,N,N
05/11/2025,15:00,14026.7998,1508.86,7675.7202,1697.98,13269.7002,8247.4004,4502.2998,1438.14,52366.9004,X,N,N
05/11/2025,16:00,15079.5947,1618.0258,7577.7051,1691.99,14082.1025,8860.2158,4661.2422,1516.7994,55087.6755,A3,N,N
05/11/2025,16:00,15049.2529,1524.0922,7506.0044,1737.4741,14025.9238,8562.375,4486.4785,1518.9183,54410.5192,A6,N,N
05/11/2025,16:00,14337.9004,1645.3,8078.79,1821.87,14257,8340.7197,4381.5601,1263.36,54126.5002,E,N,N
05/11/2025,16:00,15111,1730.64,8069.9102,1822.78,13888.5996,8704.29,4671.5,1379.17,55377.8898,E1,N,N
05/11/2025,16:00,15200.0996,1739.35,8060.96,1833.54,13892.5,8771.5596,4666.2002,1381.47,55545.6794,E2,Y,N
05/11/2025,16:00,14253.0996,1600.83,8199.5303,1829.66,12960.5,8315.7598,4440.1899,1288.64,52888.2096,E3,N,N
05/11/2025,16:00,14725.5254,1679.03,8102.2979,1826.9625,13749.6504,8533.082,4539.8628,1328.16,54484.571,M,N,N
05/11/2025,16:00,14563.5996,1565.9399,7673.3901,1730.36,13783.2998,8678.3896,4658.4102,1481.74,54135.1292,X,N,N
05/11/2025,17:00,15443.2227,1695.6079,7516.4639,1698.0626,14494.6113,9207.8008,4714.8652,1536.6617,56307.2961,A3,N,N
05/11/2025,17:00,15454.2627,1597.1515,7503.019,1722.9274,14516.9336,8933.8154,4494.9829,1567.9878,55791.0803,A6,N,N
05/11/2025,17:00,14752.2998,1684.5601,8096.25,1864.5,14818.2002,8763.6699,4641.02,1289.75,55910.25,E,N,N
05/11/2025,17:00,15732,1785.84,8069.9902,1869.4301,14523.5996,9213.1699,4845.6602,1419.9301,57459.6201,E1,N,N
05/11/2025,17:00,15819.5,1795.25,8057.29,1880.39,14529.5,9289.1104,4843.21,1421.9,57636.1504,E2,Y,N
05/11/2025,17:00,14625,1642.14,8176.0601,1866.5,13552.7998,8789.0703,4625.8701,1310.71,54588.1503,E3,N,N
05/11/2025,17:00,15232.2002,1726.9475,8099.8979,1870.2051,14356.0254,9013.7549,4738.9399,1360.5725,56398.5434,M,N,N
05/11/2025,17:00,14934.2002,1620.04,7704.75,1765.3199,14261,9090.3496,4781.5601,1520.03,55677.2498,X,N,N
05/11/2025,18:00,15571.4287,1722.0072,7505.707,1735.6042,14903.0596,9465.6123,4783.6226,1583.4286,57270.4702,A3,N,N
05/11/2025,18:00,15634.7402,1623.9529,7518.2476,1779.6885,14982.292,9219.625,4541.9907,1633.4331,56933.97,A6,N,N
05/11/2025,18:00,14970,1706.48,8059.52,1871.99,15232.2002,9089.0098,4755.3599,1318.79,57003.3499,E,N,N
05/11/2025,18:00,16051.5996,1815.83,8078.02,1876.71,14912.4004,9618.1699,4911.3501,1450.79,58714.87,E1,N,N
05/11/2025,18:00,16136.2002,1826.17,8040.7402,1887.22,14919.9004,9698.7803,4911.1499,1452.5699,58872.7309,E2,Y,N
05/11/2025,18:00,15073.2002,1700.24,8125.0801,1885.12,13909.9004,9166.2598,4710.5601,1342.79,55913.1506,E3,N,N
05/11/2025,18:00,15557.75,1762.1799,8075.8403,1880.26,14743.5996,9393.0547,4822.105,1391.235,57626.0245,M,N,N
05/11/2025,18:00,15128.5,1664.9399,7670.1401,1799.74,14666.7998,9444.2695,4805.6802,1549.28,56729.3495,X,N,N
05/11/2025,19:00,15258.3965,1739.8695,7414.1187,1779.1959,14976.2051,9617.2324,4786.7603,1538.215,57109.9934,A3,N,N
05/11/2025,19:00,15350.8408,1657.6215,7407.3809,1798.0007,15115.3916,9366.3721,4535.4473,1594.2772,56825.3321,A6,N,N
05/11/2025,19:00,14839.4004,1695.73,7766.8301,1875.17,15299.7002,9114.4902,4784.0801,1339.34,56714.741,E,N,N
05/11/2025,19:00,15827.7002,1792.1899,7765.71,1876.48,15005.7002,9664.7002,4845.96,1453.49,58231.9305,E1,N,N
05/11/2025,19:00,15909.2002,1802.09,7710.1201,1886.64,15014,9745.5898,4847.4902,1455.1899,58370.3202,E2,Y,N
05/11/2025,19:00,14903.2002,1686.34,7769.6299,1893.04,14075.2998,9232.1396,4652.8398,1351.4,55563.8893,E3,N,N
05/11/2025,19:00,15369.875,1744.0874,7753.0723,1882.8325,14848.6748,9439.2305,4782.5928,1399.855,57220.2203,M,N,N
05/11/2025,19:00,14908.9004,1660.37,7562.0498,1805.8101,14577.5,9530.1299,4731.1499,1533.79,56309.7001,X,N,N
05/11/2025,20:00,14854.249,1703.1666,7276.9961,1739.8256,14679.6709,9508.5977,4670.2046,1483.8992,55916.6097,A3,N,N
05/11/2025,20:00,14914.1357,1655.7426,7294.0688,1772.6893,14806.0469,9288.8008,4454.3174,1547.3418,55733.1433,A6,N,N
05/11/2025,20:00,14382.4004,1645.9,7486.1299,1822.8101,14919.7002,8994.04,4575.9199,1319.97,55146.8705,E,N,N
05/11/2025,20:00,15212.4004,1721,7438.7002,1818.9399,14560.2998,9403.0996,4635.79,1413.33,56203.5599,E1,N,N
05/11/2025,20:00,15289.7998,1730.11,7368.6001,1829.05,14567.5996,9479.6299,4635.7998,1415.21,56315.7992,E2,Y,N
05/11/2025,20:00,14387.4004,1627.73,7429.79,1831.3101,13689.4004,9029.7402,4439.1299,1329.77,53764.271,E3,N,N
05/11/2025,20:00,14818,1681.1849,7430.8047,1825.5275,14434.25,9226.627,4571.6602,1369.5699,55357.6242,M,N,N
05/11/2025,20:00,14373.2002,1645.67,7245.46,1708.65,14121.5,9237.8301,4527.1899,1470.54,54330.0402,X,N,N
05/11/2025,21:00,14867.9131,1667.0543,7049.7661,1674.8441,14695.416,9278.293,4659.9722,1453.4335,55346.6923,A3,N,N
05/11/2025,21:00,14923.082,1652.121,7144.188,1728.2965,14816.5156,9002.2422,4536.1196,1529.3633,55331.9282,A6,N,N
05/11/2025,21:00,14153.9004,1609.47,7245.6001,1777.5,14478.2998,8783.5303,4369.1001,1284.6899,53702.0906,E,N,N
05/11/2025,21:00,14838.2002,1666.38,7188.1802,1773.51,14088.4004,9104.46,4459.0801,1365.99,54484.2009,E1,N,N
05/11/2025,21:00,14912.9004,1674.63,7110.8198,1783.9,14094.5996,9173.9102,4458.54,1367.98,54577.28,E2,Y,N
05/11/2025,21:00,14170.4004,1584.9399,7179.2598,1780.54,13288.5,8773.1797,4261.8198,1304.16,52342.7996,E3,N,N
05/11/2025,21:00,14518.8496,1633.855,7180.9648,1778.8625,13987.4492,8958.7695,4387.1348,1330.705,53776.5904,M,N,N
05/11/2025,21:00,14544.2998,1712.5601,7107.5098,1668.38,14121,9236.1797,4495.5898,1443.5601,54329.0793,X,N,N
05/11/2025,22:00,14356.0488,1638.8553,7047.2183,1654.0934,14323.7861,8948.125,4513.394,1496.6554,53978.1763,A3,N,N
05/11/2025,22:00,14430.9717,1649.5841,7136.3789,1731.6322,14413.4648,8733.7871,4465.0635,1527.7329,54088.6152,A6,N,N
05/11/2025,22:00,13879,1564.85,7271.0298,1759.5699,14071,8499.7998,4243.8301,1250.36,52539.4396,E,N,N
05/11/2025,22:00,14464.0996,1601.0601,7189.3198,1753.6899,13651.5,8764.75,4356.29,1319.66,53100.3694,E1,N,N
05/11/2025,22:00,14538,1608.26,7124.3599,1764.15,13656.7998,8827.3799,4355.3999,1321.8101,53196.1596,E2,Y,N
05/11/2025,22:00,13911.7998,1531.13,7197.7402,1761.04,12908.9004,8474.3301,4160.1802,1263.9301,51209.0508,E3,N,N
05/11/2025,22:00,14198.2256,1576.325,7195.6123,1759.6124,13572.0508,8641.5645,4278.9248,1288.9401,52511.2555,M,N,N
05/11/2025,22:00,14115.5,1663.83,7174.02,1675.3,13964.2002,8983.0703,4371.8301,1428.66,53376.4106,X,N,N
05/11/2025,23:00,13701.4258,1546.8477,7033.1567,1572.8031,13197.8652,8371.2236,4232.2549,1446.2363,51101.8133,A3,N,N
05/11/2025,23:00,13742.3291,1579.7618,7126.0166,1684.5325,13292.9932,8083.8364,4253.7461,1433.5083,51196.724,A6,N,N
05/11/2025,23:00,13303.7998,1488.52,7339.6201,1686.8199,13019,7915.4102,3858.29,1183.7,49795.16,E,N,N
05/11/2025,23:00,13766.5996,1495.52,7282.8501,1686.36,12710,8125.3101,4062.9299,1248.78,50378.3497,E1,N,N
05/11/2025,23:00,13837.4004,1501.1801,7205.0298,1695.36,12706.2998,8177.46,4058.29,1251.36,50432.3801,E2,Y,N
05/11/2025,23:00,13398,1444.97,7313.6699,1691.5699,12083.4004,7900.6201,3895.7,1204.53,48932.4603,E3,N,N
05/11/2025,23:00,13576.4492,1482.5476,7285.2925,1690.0275,12629.6758,8029.7002,3968.8025,1222.0925,49884.5878,M,N,N
05/11/2025,23:00,13346.7998,1560.28,7197.9502,1616.62,13022.4004,8340.2305,4118.2998,1357.91,50560.4907,X,N,N
05/11/2025,24:00,12906.8418,1430.6754,7076.4561,1585.0634,11977.5537,7633.3296,3931.7424,1355.9475,47897.6099,A3,N,N
05/11/2025,24:00,12888.6807,1429.954,7121.8081,1618.629,12048.4121,7370.2393,3972.821,1342.5319,47793.0761,A6,N,N
05/11/2025,24:00,12626.2002,1387.15,7310.3101,1591.37,11776.7002,7175.0298,3470.52,1116.64,46453.9203,E,N,N
05/11/2025,24:00,12940.5996,1358.3199,7278.1001,1594.85,11552,7386.4102,3752.51,1161.83,47024.6198,E1,N,N
05/11/2025,24:00,13008.5996,1362.13,7195.3101,1601.8,11539.2998,7427.4502,3742.79,1164.8101,47042.1898,E2,Y,N
05/11/2025,24:00,12711.7002,1332.6801,7319.6602,1598.7,11068.2998,7210.3799,3589.0801,1130.27,45960.7703,E3,N,N
05/11/2025,24:00,12821.7744,1360.0701,7275.8452,1596.6799,11484.0752,7299.8174,3638.7251,1143.3875,46620.3748,M,N,N
05/11/2025,24:00,12489.0996,1422.11,7217.7998,1551.28,11865,7620.7998,3816.0801,1269.74,47251.9093,X,N,N
05/12/2025,1:00,11957.4053,1389.6638,7218.5259,1459.6896,10784.3438,7035.4248,3640.0566,1263.9707,44749.0805,A3,N,N
05/12/2025,1:00,11994.4307,1296.4692,7149.916,1462.9056,10784.8906,6821.8413,3633.396,1301.1981,44445.0475,A6,N,N
05/12/2025,1:00,12071.5996,1315.5601,7292.8301,1497.21,10804.9004,6616.1499,3154.5601,1052.39,43805.2002,E,N,N
05/12/2025,1:00,12204.0996,1259.5,7322.8101,1511.37,10634.2002,6754.7202,3475.5,1075.35,44237.5501,E1,N,N
05/12/2025,1:00,12267.2998,1261.95,7223.1299,1514.79,10607.5996,6785.3999,3459.8701,1079.3,44199.3393,E2,Y,N
05/12/2025,1:00,12140,1262.04,7380.0698,1515.53,10310.2002,6654.9102,3354.77,1059.03,43676.5502,E3,N,N
05/12/2025,1:00,12170.75,1274.7625,7304.71,1509.7251,10589.2256,6702.7949,3361.1748,1066.5176,43979.6605,M,N,N
05/12/2025,1:00,11829,1320.13,7244.2402,1472.47,10821.2998,7006.9102,3504.29,1192.29,44390.6302,X,N,N
05/12/2025,2:00,11352.5186,1298.8722,7156.0679,1458.3059,10179.9795,6500.0176,3484.7861,1225.1748,42655.7226,A3,N,N
05/12/2025,2:00,11516.4883,1227.6547,7136.9888,1447.1576,10146.5166,6318.4292,3496.1677,1247.3845,42536.7874,A6,N,N
05/12/2025,2:00,11540.9004,1256.9399,7296.7402,1429.66,10047.5996,6166.6299,2930.95,991.668,41661.088,E,N,N
05/12/2025,2:00,11635.2998,1194.71,7359.77,1449.23,9920.8896,6286.6802,3264.3799,1003.32,42114.2795,E1,N,N
05/12/2025,2:00,11694.9004,1196.49,7251.5498,1450.88,9889.6904,6311.3301,3246.45,1007.97,42049.2607,E2,Y,N
05/12/2025,2:00,11625.0996,1208.5601,7429.8501,1454.37,9681.7197,6196.9102,3163.3601,993.904,41753.7738,E3,N,N
05/12/2025,2:00,11624.0508,1214.175,7334.4771,1446.035,9884.9746,6240.3877,3151.2852,999.2155,41894.6009,M,N,N
05/12/2025,2:00,11319.5996,1247.9399,7210.2402,1427.73,10146.0996,6527.3901,3301.05,1142.3199,42322.3693,X,N,N
05/12/2025,3:00,11057.8584,1271.9497,7059.5815,1410.0319,9919.8721,6139.5503,3256.9285,1191.7162,41307.4886,A3,N,N
05/12/2025,3:00,11216.4951,1217.5745,6979.939,1426.1919,9858.292,6038.7661,3291.136,1209.3989,41237.7935,A6,N,N
05/12/2025,3:00,11158.2002,1219.5601,7282.2002,1379.75,9518.4404,5843.7798,2791.3501,971.112,40164.3928,E,N,N
05/12/2025,3:00,11245.0996,1154.72,7383.6499,1404.14,9432.2402,5938.6001,3115.5,967.515,40641.4648,E1,N,N
05/12/2025,3:00,11301.2998,1156.08,7262.4902,1404.27,9396.3496,5957.79,3096.1101,972.848,40547.2377,E2,Y,N
05/12/2025,3:00,11314.2998,1175.73,7427.27,1410.08,9272.8301,5897.96,3037.9399,956.57,40492.6798,E3,N,N
05/12/2025,3:00,11254.7256,1176.5225,7338.9023,1399.5601,9404.9648,5909.5322,3010.2251,967.0113,40461.4439,M,N,N
05/12/2025,3:00,10960.2998,1202.0601,7185.8599,1397.5699,9738.0098,6233.4302,3151.97,1104.6899,40973.8896,X,N,N
05/12/2025,4:00,10738.2334,1222.2855,7056.6372,1332.7159,9661.6367,5929.2876,3043.6272,1142.0602,40126.4837,A3,N,N
05/12/2025,4:00,11005.042,1163.002,6955.2632,1341.8992,9570.4492,5817.6323,3097.4727,1175.2012,40125.9618,A6,N,N
05/12/2025,4:00,10918.7002,1209.49,7270.6899,1350.46,9252.4404,5680.96,2739.6201,962.999,39385.3596,E,N,N
05/12/2025,4:00,11052.0996,1141.09,7333.9502,1375.39,9183.7695,5792.3901,3065.29,960.525,39904.5044,E1,N,N
05/12/2025,4:00,11105.7002,1142.51,7208.1001,1375.23,9150.8799,5809.8599,3045.8201,966.253,39804.3532,E2,Y,N
05/12/2025,4:00,11121.7998,1158.95,7375.9302,1383.9,9045.7402,5754.5098,2984.3799,942.769,39767.9789,E3,N,N
05/12/2025,4:00,11049.5752,1163.01,7297.1675,1371.245,9158.207,5759.4297,2958.7776,958.1365,39715.5485,M,N,N
05/12/2025,4:00,10786.7998,1181.85,7167.25,1381.63,9513.8398,6100.29,3066.1299,1087.47,40285.2595,X,N,N
05/12/2025,5:00,10524.5586,1199.1836,6991.2417,1334.7947,9659.8428,5896.0889,3002.77,1147.2596,39755.7399,A3,N,N
05/12/2025,5:00,10826.3174,1165.9495,6891.8042,1358.7133,9762.4707,5776.6343,3065.1028,1183.2832,40030.2754,A6,N,N
05/12/2025,5:00,10954.4004,1219.27,7257.21,1340.17,9335.4199,5719.21,2685.5801,969.63,39480.8904,E,N,N
05/12/2025,5:00,11080.7998,1153.35,7292.9502,1363.45,9231.21,5808.48,3019.99,955.509,39905.739,E1,N,N
05/12/2025,5:00,11131.2998,1155.24,7159.1001,1363.33,9201.0703,5825.8198,3000.24,961.153,39797.253,E2,Y,N
05/12/2025,5:00,11147.7998,1164.91,7328.6699,1371.98,9100.7803,5786.2202,2931.04,940.653,39772.0532,E3,N,N
05/12/2025,5:00,11078.5752,1173.1925,7259.4824,1359.7325,9217.1201,5784.9326,2909.2126,956.7363,39738.9842,M,N,N
05/12/2025,5:00,10781.5996,1172.97,7158.3398,1377.04,9574.5195,6084.0801,3024.54,1083.5,40256.589,X,N,N
05/12/2025,6:00,10790.748,1241.6643,6995.918,1391.4082,10031.0576,6059.8613,3061.8591,1175.6547,40748.1712,A3,N,N
05/12/2025,6:00,11029.2646,1231.933,6940.8984,1452.5598,10184.9414,5949.3721,3136.6699,1211.5665,41137.2057,A6,N,N
05/12/2025,6:00,11340.9004,1299.2,7215.5298,1377.77,9940.1699,6021.1802,2745.73,1005.29,40945.7703,E,N,N
05/12/2025,6:00,11430.2998,1238.3101,7240.2202,1398.29,9773.6299,6048.0801,3067.1101,995.434,41191.3742,E1,N,N
05/12/2025,6:00,11478.7002,1241.53,7098.8101,1398.3199,9746.2695,6067.1099,3047.8401,1001.11,41079.6897,E2,Y,N
05/12/2025,6:00,11489.5996,1238.73,7279.4399,1407.37,9633.0498,6019.6602,2985.4099,980.301,41033.5604,E3,N,N
05/12/2025,6:00,11434.875,1254.4425,7208.5,1395.4375,9773.2803,6039.0073,2961.5225,995.5338,41062.5989,M,N,N
05/12/2025,6:00,11163.2998,1251.11,7119.46,1426.98,10183,6381.4902,3085.47,1109.2,41720.01,X,N,N
05/12/2025,7:00,11243.4941,1337.0243,6972.4985,1464.7562,10821.6895,6348.1504,3202.5544,1218.6259,42608.7933,A3,N,N
